Name,Day,Time,Video,Desc,Categories,Email,Phone,Time_dt,Time_del,Label_Audio,Label_Open,Label_Video,Label_Forum,Label_Big Book,Label_Discussion,Label_Speaker,Label_Closed,Label_Telephone,Label_Women,Label_Loners / Isolationists,Label_Chat,Label_LGBTQIAA+,Label_Young People,Label_Men,Label_Secular,Label_Steps / Traditions,Label_Game,Label_Blind / Visually Impaired,Label_Deaf / Hard of Hearing,Label_Email,Label_Professionals,Label_Meditation,Label_Seniors,Label_Newcomer,Label_24/7,Zoom
first step group 2.0,Saturday,6:00 pm,https://zoom.us/j/320582902,"Zoom Passcode, if any: freedom","Audio,Discussion,Telephone,Video",Firststepgroup2.0@gmail.com,19292056099,18:00:00,0 days 18:00:00.000000000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Freedom from Bondage,Saturday,6:00 pm,https://us02web.zoom.us/j/84554863896,"Please join with video on for host and bouncers to confirm gender, then you can shut off video. Please use video when sharing.","Audio,Open,Telephone,Video,Women",FreedomfromBondageAA@outlook.com,"12532158782,,,,84554863896#",18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Good Grief,Saturday,6:00 pm,https://us02web.zoom.us/j/3054294066,"Zoom Passcode, if any: together","Audio,Closed,Telephone,Video",goodgriefaa@gmail.com,8183180130,18:00:00,0 days 18:00:00.000000000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
GREAT FACTS SPEAKER,Saturday,6:00 pm,https://zoom.us/j/635148435?pwd=rle2d0ruwmh0d3psdhjraldxmwjkdz09,The password is 232167,"Audio,Open,Speaker,Video",greatfactsmeeting@gmail.com,,18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
How It Works Group - Chatham Saturday Night,Saturday,6:00 pm,https://us04web.zoom.us/j/81600263236,"Zoom Passcode, if any: 149023","Audio,Discussion,Open,Video",wharfrateric@gmail.com,,18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Journey To Recovery,Saturday,6:00 pm,https://us02web.zoom.us/j/72600169689,"Zoom Passcode, if any: p132","Audio,Closed,Video",JourneyToRecoveryMusk@gmail.com,,18:00:00,0 days 18:00:00.000000000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
LGBTQ+ & Friends AA Online,Saturday,6:00 pm,,"If you are interested in joining our recurring meetings, please email LGBTQIAA+qandfriendsaa@gmail.com. You will then receive an email acknowledging your request within 24-48 business hours. Additionally, you will receive a meeting invitation to join our meetings (also within that original 24-48 business hours window).","Audio,LGBTQIAA+,Open,Video",lgbtqandfriendsaa@gmail.com,,18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
LOL Group (Lambda on-line),Saturday,6:00 pm,http://us02web.zoom.us/j/89788907961?pw=di8yvndlb0pumldtewlvdkhrlzq1zz09,Open to all. Meets at 7pm EST daily.,"Audio,Discussion,LGBTQIAA+,Open,Video",Camposisrael0@gmail.com,,18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Many Paths to Sobriety,Saturday,6:00 pm,https://us02web.zoom.us/j/87330720531,"Zoom Passcode, if any: sober","Audio,Closed,Discussion,Secular,Video",manypathstosobriety@gmail.com,,18:00:00,0 days 18:00:00.000000000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MIchigan Dawn Patrol,Saturday,6:00 pm,https://zoom.us/j/97382639978,"Zoom Passcode, if any: 932856","Audio,Closed,Discussion,Video",michigandawnpatrol@gmail.com,,18:00:00,0 days 18:00:00.000000000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Mountain Evening,Saturday,6:00 pm,,Email for participation information.,"Audio,Closed,Video",kay@kayallison.com,,18:00:00,0 days 18:00:00.000000000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Pass it ON,Saturday,6:00 pm,https://us02web.zoom.us/j/5748311805,"Zoom Passcode, if any: George74","Audio,Discussion,Open,Speaker,Video",Ghol@windstream.net,5705845018,18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Pee\Dee AA,Saturday,6:00 pm,https://us04web.zoom.us/j/442521837,Open Discussion Meeting,"Audio,Big Book,Open,Video",windgapranch@gmail.com,,18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Real Talk Recovery,Saturday,6:00 pm,https://us02web.zoom.us/j/82289830936,Password: 919114,"Audio,Big Book,Discussion,Open,Speaker,Telephone,Video",realtalkrecoveryaa@gmail.com,"88209968751,,2020",18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Renfrew International 12 and 12,Saturday,6:00 pm,https://us04web.zoom.us/j/531046178,"A meeting based in Renfrew Scotland that does a reading every night from the Twelve Steps and Twelve Traditions then we open up for people to share on the reading we have been going for 16 months now and have people from all over the world joining us Canada, USA, Holland, Australia, Czech Republic, Ireland. No Password Required","Audio,Open,Telephone,Video",renfrewinternational12and12@gmail.com,3126266799,18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Restoring Life,Saturday,6:00 pm,https://zoom.us/j/2562449384,"Public Phone Number, if any: 5029755199","Audio,Big Book,Discussion,Open,Speaker,Telephone,Video,Young People",deborisawright29@gmail.com,5029755199,18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Serenity Now Group,Saturday,6:00 pm,https://us02web.zoom.us/j/89661857145?pwd=nwizbxvoogtnaddscgqyk2nhzllzzz09,"The Serenity Now group of Alcoholics Anonymous is an online only AA group. All are welcome. We ask that sharing your experience, strength, and hope be limited only to those who seek to achieve or maintain sobriety. This group is LGBTQ+ friendly and no alcoholic will be turned away. We ask that you attend this zoom meeting as you would present yourself at an in person meeting. This meeting is to be a safe place for everyone. We meet seven days a week at 7pm EST. Meeting password is 756643.","Audio,Big Book,Discussion,LGBTQIAA+,Open,Video",serenitynowgroupaa@gmail.com,,18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
The Promises,Saturday,6:00 pm,https://us06web.zoom.us/j/3308716300?pwd=t0pqsthnodqvrdkwrkmytvhjdjjkut09,"Closed discussion meeting for anyone with the desire to stop drinking.  No passcode required, waiting room enabled.","Audio,Closed,Video",hepromise81521@yahoo.com,,18:00:00,0 days 18:00:00.000000000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
VEGAS Coast 2 Coast,Saturday,6:00 pm,https://zoom.us/j/925524306,ZOOM in to Las Vegas from all corners for our COAST2COAST Speaker Meeting 4PM PST Saturday evenings,"Audio,Open,Speaker,Video",,,18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
WGAT Virtual - Speaker Meeting,Saturday,6:00 pm,https://zoom.us/j/886756436,www.wgatvirtual.com,"Audio,Open,Speaker,Video",info@wgatvirtual.com,,18:00:00,0 days 18:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Zoomigos,Saturday,6:00 pm,https://us02web.zoom.us/j/103138049,"Open meeting of AA. Discussion of readings from the BB and 11th step meditation on Mondays, Tuesdays and Fridays. Newcomers and Old Timers comprise the fellowship here and you are most welcome","Discussion,Open,Video",zomigos123@gmail.com,,18:00:00,0 days 18:00:00.000000000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Fort Serenity,Saturday,6:15 pm,https://us02web.zoom.us/j/85376978495,"Zoom Passcode, if any: 329847","Closed,Discussion,Telephone,Video",fort_serenity@outlook.com,6468769923,18:15:00,0 days 18:15:00.000000000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
A Woman’s Way,Saturday,6:30 pm,https://us02web.zoom.us/j/86025231716,"Zoom Passcode, if any: 894245","Audio,Blind / Visually Impaired,Closed,Discussion,Video,Women",awomanswayaa@gmail.com,,18:30:00,0 days 18:30:00.000000000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Back Porch Meetings,Saturday,6:30 pm,http://www.backporchmeetings.com,"Web Site, if any: http://www.backporchmeetings.com","Audio,Open,Telephone,Video",www.backporchmeetings@outlook.com,7196961608,18:30:00,0 days 18:30:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Florida Juno Jupiter Beach AA  End of the Road,Saturday,6:30 pm,https://us02web.zoom.us/j/2240230933,Password:eotr,"Audio,Big Book,Discussion,Open,Speaker,Telephone,Video",,16465588656,18:30:00,0 days 18:30:00.000000000,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Lambda Dallas AA Meeting,Saturday,6:30 pm,https://zoom.us/j/827282878,"Web Site, if any: https://lambdadallas.org","Discussion,LGBTQIAA+,Open,Video",,,18:30:00,0 days 18:30:00.000000000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
One Day at a Time in Central New York Speaker Meeting,Saturday,6:30 pm,https://us02web.zoom.us/j/4594794411,Passcode: 731508,"Audio,Speaker,Video",district9dcm@aahmbny.org,,18:30:00,0 days 18:30:00.000000000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Ringwood Remote,Saturday,6:30 pm,https://zoom.us/j/625407196,"Zoom Passcode, if any: 201103","Audio,Newcomer,Open,Telephone,Video",Ringwoodmeeting@gmail.com,6465588656,18:30:00,0 days 18:30:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
Sundowners Group,Saturday,6:30 pm,https://us04web.zoom.us/j/5636298165,"Public Phone Number, if any: (208) 557-3232","Audio,Big Book,Discussion,Open,Video",sundownersgrp@gmail.com,2085573232,18:30:00,0 days 18:30:00.000000000,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
West Side Agnostics,Saturday,6:30 pm,https://us02web.zoom.us/j/976241419,"Zoom Passcode, if any: 976 241 419","Audio,Discussion,Video",,2165541499,18:30:00,0 days 18:30:00.000000000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"""A Solution"" Group",Saturday,7:00 pm,https://us02web.zoom.us/j/89617720791?pwd=btnetg5tqxhhwetoqlpbwvnrnxgvqt09,"Zoom Passcode, if any: 076658","Audio,Open,Video",asolution2021@gmail.com,13462487799,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
@Solution 62,Saturday,7:00 pm,http://solution62.org/,Saturday Night: Speaker meeting,"Audio,Big Book,Discussion,Open,Speaker,Telephone,Video",aasolution62@gmail.com,,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
"1 AA No Rules, No Drama, Just A Primary Purpose",Saturday,7:00 pm,https://us02web.zoom.us/j/76925189247?pwd=ttzhtflatgpcvmxlanlvwet1ugxwzz09,No passcode required waiting room enabled.,"Audio,Discussion,Open,Video",nornodjpp@gmail.com,3372519562,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1 Clear Cut Direction Texas Style,Saturday,7:00 pm,https://us04web.zoom.us/j/8947287559,Email Contact: ccdntex@gmail.com,"Audio,Open,Video",ccdntex@gmail.com,,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1 Online 12 Step Recovery AA Newcomer Open Share,Saturday,7:00 pm,https://zoom.com/j/3117908992,PASSWORD IS 13 IF REQUIRED,"Audio,Discussion,Open,Video",online12steprecovery.com@gmail.com,,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
12 Traditions Saturday Night Open Topic Discussion,Saturday,7:00 pm,https://us02web.zoom.us/j/88477311640,"Zoom Passcode, if any: 121212","Audio,Closed,Discussion,Video",12TradsGroup@gmail.com,4162985214,19:00:00,0 days 19:00:00.000000000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1LHOTL-Saturday Night Speaker Meeting,Saturday,7:00 pm,https://us02web.zoom.us/j/83502210874?pwd=thlmufbsuufwr0hqujiwagp3s0liqt09,"The format of this meeting is an hour of listening.  An Alcoholics Anonymous Member will speak for 50 minutes.  Speakers must have 10 years of Sobriety or more.  The only desire for membership here is a desire to stop.  We celebrate yearly Anniversaries at the end of each month.  Should you desire to speak at this meeting please email:  1LastHouseOnTheLeft@gmail.com, provide your First Name, Last Initial, where you are from and Sobriety Anniversary date including weekends.  Thank you for allowing me to be of service.","Audio,Open,Speaker,Video",1LastHouseOnTheLeft@gmail.com,,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
A New Wave Young Peoples Group,Saturday,7:00 pm,https://us02web.zoom.us/j/88070968006,"This is an open meeting for all young people, that means young in age OR young at heart.A New Wave Young People's group meets from 8-9pm EST and we welcome all and any who want to attend that have a desire to stop drinking. This group is based out of Cape Cod but is open to people from anywhere in the world to attend. The schedule goes like this: Monday-Friday As Bill Sees it, Saturday- Speaker Meeting, Sundays- Small Reading from the Big Book. The meeting does not close at 9 pm, it is followed by an after party and will remain open until all members that would like to share have had the opportunity to do so. Please join us :).  No passcode required, waiting room enabled.","Big Book,Discussion,LGBTQIAA+,Open,Speaker,Video,Young People",Anewwaveypg@gmail.com,,19:00:00,0 days 19:00:00.000000000,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
AA Big Book Cover-to-Cover,Saturday,7:00 pm,,Phone Number 351-888-7365,"Audio,Big Book,Discussion,Open,Telephone",sobrietysunset@gmail.com,3518887365,19:00:00,0 days 19:00:00.000000000,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AA Friends,Saturday,7:00 pm,https://aafriends.webs.com/,"AA Friends currently holds three online meetings, two Topic Discussion meetings on Saturdays at 8 am and 8 pm and a Big Book Study/Discussion meeting on Tuesdays at 6 PM Eastern US time.","Forum,Open",aafriends@usa.com,,19:00:00,0 days 19:00:00.000000000,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
AA Serenity Begins Here,Saturday,7:00 pm,https://www.zoom.us/j/7974534774,www.aaserenitybeginshere.com,"Audio,Open,Video",aaserenitybeginshere@gmail.com,,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
AA-Alive,Saturday,7:00 pm,http://www.aa-alive.net/,Please note:  We do not verify attendance at meetings,"Chat,Discussion,Open,Steps / Traditions",Info@aa-alive.org,,19:00:00,0 days 19:00:00.000000000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
BOYZ II MEN,Saturday,7:00 pm,https://us04web.zoom.us/j/594937824,"Zoom Passcode, if any: 291266","Audio,Big Book,Discussion,Men,Open,Video",aaboyziimenaa@gmail.com,,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Crazy Monkey AA Group,Saturday,7:00 pm,https://zoom.us/j/87594927269,"Meeting Access Code, bahalana","Discussion,Open,Video",,,19:00:00,0 days 19:00:00.000000000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Get up shut up in silent meditation,Saturday,7:00 pm,https://us04web.zoom.us/j/4248226111,"No password required, waiting room enabled.","Open,Video",gusuism@gmail.com,,19:00:00,0 days 19:00:00.000000000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
GUSU 3 Get Up Shut Up,Saturday,7:00 pm,https://us02web.zoom.us/j/4248226111,"International Silent Meditation meeting of Alcoholics Anonymous open to all where we hope through readings, a twenty minute meditation and fellowship to expand our conscious contact with God, realise a greater freedom from the bondage of self and share emotional sobriety. No password required - waiting room enabled.","Open,Video",gusuism@gmail.com,,19:00:00,0 days 19:00:00.000000000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Hero AA Zen Zone,Saturday,7:00 pm,https://us02web.zoom.us/j/7725404263,"Zoom Passcode, if any: 123123","Audio,Big Book,Open,Speaker,Telephone,Video",,7052421130,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
How It Works - Beginners,Saturday,7:00 pm,https://us02web.zoom.us/j/7932125210?pwd=b09yqkhrv0hxmdziuxvqnw96m1fjdz09,"This is an open meeting of Alcoholics Anonymous for any of those who want to be sober. Saturday and Sunday 5:00 PDT. Saturday is a group for the 12 Traditions, Sunday is a study for beginners. Our primary purpose is to help the alcoholic next to us, and we have no outside affiliations. No passcode required - waiting room enabled.","Audio,Discussion,Open,Speaker,Video",HowItWorksOnline@gmail.com,,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Indiana Friendly Group,Saturday,7:00 pm,https://us02web.zoom.us/w/437802538,"Public Phone Number, if any: 724-422-7197","Audio,Big Book,Discussion,Open,Telephone,Video",indianafriendlygroup@gmail.com,"7244227197,,86091801381#",19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"It works, it really does",Saturday,7:00 pm,https://us02web.zoom.us/j/85012929266?pwd=eelpbjjzwkf6vlrwzxy0exlsl1avdz09,"Please come join us, we would love to hear from you, have you visit or stay for a while.  No passcode required.","Audio,Big Book,Open,Telephone,Video",laddor88@gmail.com,"6699006833,,,,85012929266#",19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
It's 5 o'clock Somewhere,Saturday,7:00 pm,https://us02web.zoom.us/j/4581670709,"5:00pm every day open AA all are welcome Meeting Access Code, if any: 458 167 0709 zoom!","Audio,Discussion,Open,Video",,,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Jarrettsville 12 Step Conference Call Group,Saturday,7:00 pm,,Please press *6 to mute/unmute your phone,"Audio,Closed,Telephone",JarrettsvilleAA@gmail.com,"9789905402,,1552800#",19:00:00,0 days 19:00:00.000000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
New Freedom Zoombies,Saturday,7:00 pm,https://us02web.zoom.us/j/86249669171,(be sure to capitalize the 'S'),"Discussion,Open,Video",newfreedomzoom@gmail.com,8282736121,19:00:00,0 days 19:00:00.000000000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
New Jersey & Friends,Saturday,7:00 pm,https://us02web.zoom.us/j/772951667,"Zoom Passcode, if any: 299305","Audio,Big Book,Discussion,Open,Speaker,Telephone,Video",nightlynewjersey@gmail.com,19292056099,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Not Your Way,Saturday,7:00 pm,https://us02web.zoom.us/j/9129325415,Zoom Meeting ID  912-932-5415,"Audio,Big Book,Discussion,Open,Speaker,Telephone,Video",aa.mtgschedule@gmail.com,"6699009128,,215-550-3035",19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Ramona Freethinkers,Saturday,7:00 pm,https://us02web.zoom.us/j/178431151?pwd=bhc0k1i0ow84seflnutjblaywlg3ut09,"staying sober with or without ""God""","Audio,Open,Secular,Video",RamonaFreethinkers@gmail.com,,19:00:00,0 days 19:00:00.000000000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
