Name,Day,Time,Video,Desc,Categories,Email,Phone
Fort Serenity,Saturday,6:15 pm,https://us02web.zoom.us/j/85376978495,"Zoom Passcode, if any: 329847","Closed,Discussion,Saturday,Telephone,Video",fort_serenity@outlook.com,6468769923
A Woman’s Way,Saturday,6:30 pm,https://us02web.zoom.us/j/86025231716,"Zoom Passcode, if any: 894245","Audio,Blind / Visually Impaired,Closed,Discussion,Saturday,Video,Women",awomanswayaa@gmail.com,
Back Porch Meetings,Saturday,6:30 pm,http://www.backporchmeetings.com,"Web Site, if any: http://www.backporchmeetings.com","Audio,Open,Saturday,Telephone,Video",www.backporchmeetings@outlook.com,7196961608
Florida Juno Jupiter Beach AA  End of the Road,Saturday,6:30 pm,https://us02web.zoom.us/j/2240230933,Password:eotr,"Audio,Big Book,Discussion,Open,Saturday,Speaker,Telephone,Video",,16465588656
Lambda Dallas AA Meeting,Saturday,6:30 pm,https://zoom.us/j/827282878,"Web Site, if any: https://lambdadallas.org","Discussion,LGBTQIAA+,Open,Saturday,Video",,
One Day at a Time in Central New York Speaker Meeting,Saturday,6:30 pm,https://us02web.zoom.us/j/4594794411,Passcode: 731508,"Audio,Saturday,Speaker,Video",district9dcm@aahmbny.org,
Ringwood Remote,Saturday,6:30 pm,https://zoom.us/j/625407196,"Zoom Passcode, if any: 201103","Audio,Newcomer,Open,Saturday,Telephone,Video",Ringwoodmeeting@gmail.com,6465588656
Sundowners Group,Saturday,6:30 pm,https://us04web.zoom.us/j/5636298165,"Public Phone Number, if any: (208) 557-3232","Audio,Big Book,Discussion,Open,Saturday,Video",sundownersgrp@gmail.com,2085573232
West Side Agnostics,Saturday,6:30 pm,https://us02web.zoom.us/j/976241419,"Zoom Passcode, if any: 976 241 419","Audio,Discussion,Saturday,Video",,2165541499
"""A Solution"" Group",Saturday,7:00 pm,https://us02web.zoom.us/j/89617720791?pwd=bTNETG5tQXhHWEtoQlpBWVNRNXgvQT09,"Zoom Passcode, if any: 076658","Audio,Open,Saturday,Video",asolution2021@gmail.com,13462487799
@Solution 62,Saturday,7:00 pm,http://solution62.org/,Saturday Night: Speaker meeting,"Audio,Big Book,Discussion,Open,Saturday,Speaker,Telephone,Video",aasolution62@gmail.com,
"1 AA No Rules, No Drama, Just A Primary Purpose",Saturday,7:00 pm,https://us02web.zoom.us/j/76925189247?pwd=TTZhTFlaTGpCVmxlanlVWEt1UGxWZz09,No passcode required waiting room enabled.,"Audio,Discussion,Open,Saturday,Video",nornodjpp@gmail.com,3372519562
1 Clear Cut Direction Texas Style,Saturday,7:00 pm,https://us04web.zoom.us/j/8947287559,Email Contact: ccdntex@gmail.com,"Audio,Open,Saturday,Video",ccdntex@gmail.com,
1 Online 12 Step Recovery AA Newcomer Open Share,Saturday,7:00 pm,https://zoom.com/j/3117908992,PASSWORD IS 13 IF REQUIRED,"Audio,Discussion,Open,Saturday,Video",online12steprecovery.com@gmail.com,
12 Traditions Saturday Night Open Topic Discussion,Saturday,7:00 pm,https://us02web.zoom.us/j/88477311640,"Zoom Passcode, if any: 121212","Audio,Closed,Discussion,Saturday,Video",12TradsGroup@gmail.com,4162985214
1LHOTL-Saturday Night Speaker Meeting,Saturday,7:00 pm,https://us02web.zoom.us/j/83502210874?pwd=THlMUFBsUUFWR0hqUjIwaGp3S0lIQT09,"The format of this meeting is an hour of listening.  An Alcoholics Anonymous Member will speak for 50 minutes.  Speakers must have 10 years of Sobriety or more.  The only desire for membership here is a desire to stop.  We celebrate yearly Anniversaries at the end of each month.  Should you desire to speak at this meeting please email:  1LastHouseOnTheLeft@gmail.com, provide your First Name, Last Initial, where you are from and Sobriety Anniversary date including weekends.  Thank you for allowing me to be of service.","Audio,Open,Saturday,Speaker,Video",1LastHouseOnTheLeft@gmail.com,
A New Wave Young Peoples Group,Saturday,7:00 pm,https://us02web.zoom.us/j/88070968006,"This is an open meeting for all young people, that means young in age OR young at heart.A New Wave Young People's group meets from 8-9pm EST and we welcome all and any who want to attend that have a desire to stop drinking. This group is based out of Cape Cod but is open to people from anywhere in the world to attend. The schedule goes like this: Monday-Friday As Bill Sees it, Saturday- Speaker Meeting, Sundays- Small Reading from the Big Book. The meeting does not close at 9 pm, it is followed by an after party and will remain open until all members that would like to share have had the opportunity to do so. Please join us :).  No passcode required, waiting room enabled.","Big Book,Discussion,LGBTQIAA+,Open,Saturday,Speaker,Video,Young People",Anewwaveypg@gmail.com,
AA Big Book Cover-to-Cover,Saturday,7:00 pm,,Phone Number 351-888-7365,"Audio,Big Book,Discussion,Open,Saturday,Telephone",sobrietysunset@gmail.com,3518887365
AA Friends,Saturday,7:00 pm,https://aafriends.webs.com/,"AA Friends currently holds three online meetings, two Topic Discussion meetings on Saturdays at 8 am and 8 pm and a Big Book Study/Discussion meeting on Tuesdays at 6 PM Eastern US time.","Forum,Open,Saturday",aafriends@usa.com,
AA Serenity Begins Here,Saturday,7:00 pm,https://www.zoom.us/j/7974534774,www.aaserenitybeginshere.com,"Audio,Open,Saturday,Video",aaserenitybeginshere@gmail.com,
AA-Alive,Saturday,7:00 pm,http://www.aa-alive.net/,Please note:  We do not verify attendance at meetings,"Chat,Discussion,Open,Saturday,Steps / Traditions",Info@aa-alive.org,
BOYZ II MEN,Saturday,7:00 pm,https://us04web.zoom.us/j/594937824,"Zoom Passcode, if any: 291266","Audio,Big Book,Discussion,Men,Open,Saturday,Video",aaboyziimenaa@gmail.com,
Crazy Monkey AA Group,Saturday,7:00 pm,https://zoom.us/j/87594927269,"Meeting Access Code, bahalana","Discussion,Open,Saturday,Video",,
Get up shut up in silent meditation,Saturday,7:00 pm,https://us04web.zoom.us/j/4248226111,"No password required, waiting room enabled.","Open,Saturday,Video",gusuism@gmail.com,
GUSU 3 Get Up Shut Up,Saturday,7:00 pm,https://us02web.zoom.us/j/4248226111,"International Silent Meditation meeting of Alcoholics Anonymous open to all where we hope through readings, a twenty minute meditation and fellowship to expand our conscious contact with God, realise a greater freedom from the bondage of self and share emotional sobriety. No password required - waiting room enabled.","Open,Saturday,Video",gusuism@gmail.com,
Hero AA Zen Zone,Saturday,7:00 pm,https://us02web.zoom.us/j/7725404263,"Zoom Passcode, if any: 123123","Audio,Big Book,Open,Saturday,Speaker,Telephone,Video",,7052421130
How It Works - Beginners,Saturday,7:00 pm,https://us02web.zoom.us/j/7932125210?pwd=b09YQkhRV0hxMDZIUXVQNW96M1FJdz09,"This is an open meeting of Alcoholics Anonymous for any of those who want to be sober. Saturday and Sunday 5:00 PDT. Saturday is a group for the 12 Traditions, Sunday is a study for beginners. Our primary purpose is to help the alcoholic next to us, and we have no outside affiliations. No passcode required - waiting room enabled.","Audio,Discussion,Open,Saturday,Speaker,Video",HowItWorksOnline@gmail.com,
Indiana Friendly Group,Saturday,7:00 pm,https://us02web.zoom.us/w/437802538,"Public Phone Number, if any: 724-422-7197","Audio,Big Book,Discussion,Open,Saturday,Telephone,Video",indianafriendlygroup@gmail.com,"7244227197,,86091801381#"
"It works, it really does",Saturday,7:00 pm,https://us02web.zoom.us/j/85012929266?pwd=eElpbjJZWkF6VlRwZXY0eXlSL1Avdz09,"Please come join us, we would love to hear from you, have you visit or stay for a while.  No passcode required.","Audio,Big Book,Open,Saturday,Telephone,Video",laddor88@gmail.com,"6699006833,,,,85012929266#"
It's 5 o'clock Somewhere,Saturday,7:00 pm,https://us02web.zoom.us/j/4581670709,"5:00pm every day open AA all are welcome Meeting Access Code, if any: 458 167 0709 zoom!","Audio,Discussion,Open,Saturday,Video",,
Jarrettsville 12 Step Conference Call Group,Saturday,7:00 pm,,Please press *6 to mute/unmute your phone,"Audio,Closed,Saturday,Telephone",JarrettsvilleAA@gmail.com,"9789905402,,1552800#"
New Freedom Zoombies,Saturday,7:00 pm,https://us02web.zoom.us/j/86249669171,(be sure to capitalize the 'S'),"Discussion,Open,Saturday,Video",newfreedomzoom@gmail.com,8282736121
New Jersey & Friends,Saturday,7:00 pm,https://us02web.zoom.us/j/772951667,"Zoom Passcode, if any: 299305","Audio,Big Book,Discussion,Open,Saturday,Speaker,Telephone,Video",nightlynewjersey@gmail.com,19292056099
Not Your Way,Saturday,7:00 pm,https://us02web.zoom.us/j/9129325415,Zoom Meeting ID  912-932-5415,"Audio,Big Book,Discussion,Open,Saturday,Speaker,Telephone,Video",aa.mtgschedule@gmail.com,"6699009128,,215-550-3035"
Ramona Freethinkers,Saturday,7:00 pm,https://us02web.zoom.us/j/178431151?pwd=bHc0K1I0OW84SEFLNUtjblAyWlg3UT09,"staying sober with or without ""God""","Audio,Open,Saturday,Secular,Video",RamonaFreethinkers@gmail.com,
Recovery at the Resort,Saturday,7:00 pm,https://us02web.zoom.us/j/781110372,Please contact recoveryattheresort@gmail.com for the password,"Audio,Open,Saturday,Speaker,Video",recoveryattheresort@gmail.com,
Rockaway Survivors (NYC),Saturday,7:00 pm,Https://us04web.zoom.us/j/528311780,Password: 164247,"Audio,Closed,Saturday,Video",Outspacemaj@gmail.com,
Serenity of The Woodlands Online,Saturday,7:00 pm,https://zoom.us/j/6190807244?pwd=WEp5dmx6VDJ2STdkNHh5L1NoZXIyQT09#success,"Web Site, if any: https://serenitywoodlands.com/","Audio,Big Book,Discussion,Open,Saturday,Video",serenitywoodlandsgroup@gmail.com,"3462487799,,,,6190807244#,6190807244#"
Sober Bookworms Step Study,Saturday,7:00 pm,https://us02web.zoom.us/j/6764048110,"Big book step study incl. forwards, appendices, doctors opinion and first 164 pages-ongoing","Audio,Big Book,Open,Saturday,Telephone,Video",sbrbookworms@outlook.com,"17789072071,,676 404 8110"
Sober Women of the World,Saturday,7:00 pm,https://us02web.zoom.us/j/86560213825,Email for access code: soberwomenoftheworld@gmail.com and beginner meeting on Sundays at 4PM EST all listed separately under their zoom ID.,"Big Book,Closed,Discussion,Saturday,Speaker,Video,Women",soberwomenoftheworld@gmail.com,
Solution on The Shore,Saturday,7:00 pm,,Monday 8pm EST Big book speaker discussion https://zoom.us/j/591133821 | Password: 123092,"Audio,Open,Saturday,Video",allaroundroofingman@gmail.com,
South Austin AA Online Group,Saturday,7:00 pm,https://www.southaustinaaonline.org/home,"The South Austin AA Online is an autonomous AA Zoom group born out of the need to provide a local online meeting to the recovery community in Austin Texas. We welcome anyone who has a desire to stop drinking. This is a safe and anonymous environment, no recordings of any kind are permitted and no logging of attendees or chats are retained. Our primary purpose is to help the alcoholic who still suffers. We believe that the 12 steps as outlined in the Big Book of Alcoholics Anonymous work, not only as a solution to the disease of alcoholism and addiction but as a solution to living free.","Audio,Open,Saturday,Video",satxaaonline@gmail.com,
Sparta Zoom Discussion,Saturday,7:00 pm,https://us02web.zoom.us/j/5578133344,Meeting ID: 557 813 3344 ; Passcode: jQrQm7,"Audio,Discussion,Open,Saturday,Video",sparta.discussion@gmail.com,19292056099
Staying Sober One Day At A Time,Saturday,7:00 pm,https://us02web.zoom.us/j/433051621?pwd=QkQ5NEpvQWtjaGFHZ1dzYXdwOGFPdz09,Zoom Passcode: 615 528,"Audio,Discussion,Open,Saturday,Video",upkeep5293@mypacks.net,
Sunlight of the Spirit,Saturday,7:00 pm,https://us02web.zoom.us/j/2134431381,Meets every night at 8ET 7CST. Every night we have either a reading or speaker or general AA topic. Friday's we have Recovery Rewind or this week in recovery as an example.  No passcode required.,"Audio,Big Book,Discussion,Open,Saturday,Speaker,Video",secretary.sublightofthespirit@gmail.com,
The Program Works Group,Saturday,7:00 pm,http://www.theprogramworks.com,"When you join a meeting already in progress, please mute your phone, if not speaking during the meeting, please keep your phone on mute to limit background noise","Audio,Open,Saturday,Telephone",siteadvisor@theprogramworks.com,"6465588656,,860801229"
The Temporary Group,Saturday,7:00 pm,https://us02web.zoom.us/j/2155193241?pwd=RFJMN1dxYUcycGc5eStvOUdWVVNNQT10,"No passcode required, waiting room enabled.","Audio,Big Book,Discussion,Saturday,Speaker,Telephone,Video",temp12group@gmail.com,16465588656
Transgender in Sobriety,Saturday,7:00 pm,https://us02web.zoom.us/j/581155936,"(*) Zoom allows you to change your Zoom name to whatever you want to use before you connect to a Zoom meeting. It's a good idea to use an anonymous name when attending recovery meetings in general.  For transgender meetings in particular it is recommended that you include your pronouns in your Zoom name, ie she/her, he/him, they/them, etc.","Closed,LGBTQIAA+,Saturday,Video",TiS_AA@yahoo.com,
VEGAS Women's In The Big Book,Saturday,7:00 pm,https://us02web.zoom.us/j/84066420841,ZOOM in for the weekend edition of 5PM PST VEGAS In The Big Book (women’s) https://us02web.zoom.us/j/84066420841,"Audio,Big Book,Closed,Discussion,Saturday,Video,Women",iamresponsible@outlook.com,
VR Founders Group,Saturday,7:00 pm,http://altvr.com/,"We are a Virtual Reality (VR) online group that meets in AltspaceVR 5 times a week. All our meetings are open. One does not need a VR headset to attend our meetings (though the experience is better with a VR headset). To access the meeting via computer, go to Altvr.com, scroll down to the bottom of the homepage, and click the ""Get Started"" button (or you can go directly to Microsoft store and install the AltspaceVR app from there). Once you are in AltspaceVR (at one of our meeting times), you can find the link to get into the meeting under events. There is not ""one"" meeting address for all the meetings. Each meeting gets its own event link.","Chat,Open,Saturday",vrfoundersgroup@gmail.com,
White Chips - New Comers,Saturday,7:00 pm,https://zoom.us/j/99725856129?pwd=aXV6a0VYWXZSS8rVTdHL29TNG5jQT09,Passcode: 000,"Audio,Big Book,Chat,Discussion,Open,Saturday,Speaker,Video,Young People",newcomers@clubmember.org,
Women Supporting Women Big Book Study,Saturday,7:00 pm,https://us02web.zoom.us/j/5931230028,Email wswbigbookstudy@gmail.com for passcode,"Big Book,Closed,Saturday,Video,Women",wswbigbookstudy@gmail.com,2532158782
Worldwide Primary Purpose Group,Saturday,7:00 pm,https://zoom.us/j/759556794?fbclid=IwAR1o3osJ_0e-3MEPtA9-nTVJzN1yH_wQIHTiFe5F3tdH3ippEpArXzFL8SA,"10:00 PM CST  12 & 12 - An in-depth  look at our other text, the 12 & 12","Audio,Closed,Saturday,Video,Women",wwppg@yahoo.com,
AA Tampa Nightly Newcomers,Saturday,7:15 pm,https://us02web.zoom.us/j/248631103,Sunday: Open Discussion,"Audio,Open,Saturday,Video",TampaNightlyNewcomers@hotmail.com,"16468769923,,,,248631103#"
Got To Stay Sober Group,Saturday,7:15 pm,https://us04web.zoom.us/j/7647673438,Email for Password Got2staysobergroup@gmail.com,"Audio,Chat,Discussion,Open,Saturday,Video",got2staysobergroup@gmail.com,2032282164
Pathway to Power,Saturday,7:15 pm,https://zoom.us/j/699561929,Saturday Zoom Link    https://zoom.us/j/699561929   pw164164,"Audio,Big Book,Open,Saturday,Telephone,Video",michael@Agtaxservices.com,
Tampa Nightly Newcomers,Saturday,7:15 pm,https://us02web.zoom.us/j/248631103,Email for Passcode: TampaNightlyNewcomers@hotmail.com,"Audio,Open,Saturday,Video",TampaNightlyNewcomers@hotmail.com,"16468769923,,,,,,248631103#,,,,,,0#"
1 AA Crosstalk,Saturday,7:30 pm,https://us04web.zoom.us/s/77394842260?pwd=cnA0bldPR2FXeG5wUHBrQkErT2VVZz09#success,Everyone Worldwide is WELCOME,"Audio,Big Book,Discussion,Open,Saturday,Speaker,Video",aasoberworld@yahoo.com,
1 Hole In The Sky AA Meetings: This Too Shall Pass,Saturday,7:30 pm,https://zoom.us/j/92990530798?pwd=UVdxSUFrdk9DZHI0bXp1cUQrWWtQZz09,https://zoom.us/j/92990530798?pwd=UVdxSUFrdk9DZHI0bXp1cUQrWWtQZz09,"Audio,Open,Saturday,Video",holeinthesky.zoom@gmail.com,
AA Open to All Group,Saturday,7:30 pm,https://us02web.zoom.us/j/82572604893?pwd=dmpmY3BOc2l0OUc2a2gzalZoVmcrZz09,A Big Book study reading and discussing the first 164 pages.  We have a speaker on the first Saturday of every month,"Audio,Open,Saturday,Telephone,Video",aaopentoall@gmail.com,16699009128
Anyone Anywhere AA,Saturday,7:30 pm,https://zoom.us/j/9739556491,Meeting ID: 973-955-6491,"Audio,Closed,Discussion,Saturday,Telephone,Video",anyoneanywhereAA@gmail.com,"4086380968,,973-955-6491"
Harlem Sober,Saturday,7:30 pm,https://zoom.us/j/163772278,Meeting ID: 163 772 278,"Audio,Closed,Saturday,Video",District620meeting@gmail.com,
Nameless Bunch of Drunks International,Saturday,7:30 pm,https://us02web.zoom.us/j/95067692981,"We were started by a group of drunks around Seattle, WA in February of 2020.  No password required - waiting room enabled.","Discussion,Open,Saturday,Video",NamelessBunchIntl@gmail.com,12532158782
Rockridge Fellowship Oakland 5:30 PM Pacific (8:30 PM Eastern) Daily,Saturday,7:30 pm,https://us04web.zoom.us/j/2243847396,"Zoom Passcode, if any: 064918","Big Book,Discussion,Open,Saturday,Speaker,Video",oaklandrockridgefellowship@gmail.com,
Southfield Group,Saturday,7:30 pm,https://zoom.us/j/99948228770,Password: 701701,"Closed,Discussion,Saturday,Video",thesouthfieldgroup@gmail.com,
Southside Nationwide Meeting,Saturday,7:30 pm,https://zoom.us/j/341942513,"Saturday: Grapevine meeting.  We read from the AA Grapevine and then pick a topic for discussion.""","Audio,Closed,Saturday,Video",,
There’s No Place Like Home Groups—Milwaukee,Saturday,7:30 pm,,"We are home-ported out of Milwaukee, WI.","Closed,LGBTQIAA+,Saturday,Telephone",ontheblvd@wi.rr.com,"19789905195,,1919178#"
This Too Shall Pass,Saturday,7:30 pm,https://zoom.us/j/92990530798?pwd=UVdxSUFrdk9DZHI0bXp1cUQrWWtQZz09,To dial-in with international numbers: https://zoom.us/u/acebAGVK0d,"Audio,Open,Saturday,Telephone,Video",holeinthesky.zoom@gmail.com,"12133388477,,92990530798#"
VEGAS 4th Dimension Speaker,Saturday,7:30 pm,https://zoom.us/j/99406044337,ZOOM in to the 4th DIMENSION via Las Vegas! Speaker Meeting 5:30PM PST Saturday Nights,"Audio,Open,Saturday,Speaker,Video",,
West Orange NJ Pants Optional Meeting,Saturday,7:30 pm,https://us02web.zoom.us/j/3325782438,"Zoom Passcode, if any: 882728","Discussion,Open,Saturday,Speaker,Telephone,Video",wopantsoptional@gmail.com,16465588656
@ AA Beginner's Path,Saturday,8:00 pm,https://us02web.zoom.us/j/89202858342?pwd=c1h4S2VXSGxYSjc4Q0tmSlY0bExTdz09,We are a registered group with Alcoholics Anonymous that meets every evening at 9pm EST / 8pm CST / 6pm PST. Our Room opens 15min early for fellowship and introductions.  No passcode - waiting room enabled.,"Big Book,Discussion,Open,Saturday,Speaker,Video",aabeginnerspath@gmail.com,19292056099
@12 Step Study Group of AA,Saturday,8:00 pm,https://www.aaegroupusa.com/,Email Contact:  welcome@aaegroupusa.com,"Audio,Big Book,Open,Saturday,Video",aaebookguy@gmail.com,
1 Hole In The Sky AA Meetings: Sobriety Speaks Out,Saturday,8:00 pm,https://zoom.us/j/980772892,Saturday:  Sobriety Speaks Out Speaker/Participation Meeting 6:00pm PST - Meeting ID: 980-772-892,"Audio,Open,Saturday,Video",holeinthesky.zoom@gmail.com,
4th Dimensioners 9 PM Eastern Online AA Meeting,Saturday,8:00 pm,https://us04web.zoom.us/j/432316244,PLEASE BE EARLY If we have issues with bombers we lock the meeting shortly after the start.,"Discussion,Open,Saturday,Video",,"3126266799,,432316244#"
A A MadRealm,Saturday,8:00 pm,https://us02web.zoom.us/j/86133736878,"Zoom Passcode, if any: madrealm","Audio,Discussion,Open,Saturday,Video",madrealmmaa@gmail.com,
AA A New Beginning,Saturday,8:00 pm,http://xat.com/AAnonymous_Room?p-0&ss-0;,Our primary purpose is to stay sober and help others to recover from alcoholism.,"Chat,Open,Saturday",,
AA Samarpan,Saturday,8:00 pm,https://join.freeconferencecall.com/aasamarpan,ऑनलाईन सभेत सामील होण्याच्या संकेत स्थळाचा पत्ता: https://fccdl.in/i/aasamarpan,"Audio,Big Book,Closed,Discussion,Saturday,Telephone",sanju.jamsandekar@gmail.com,"17125100958,,1725100#"
An Unsuspected Inner Resource,Saturday,8:00 pm,https://us05web.zoom.us/j/87543186251,"Web Site, if any: https://www.unsuspected.group/","Big Book,Open,Saturday,Telephone,Video",unsuspectedgroup@gmail.com,3126266799
By the Book,Saturday,8:00 pm,https://zoom.us/j/139948182,Email for Zoom link/PW: WelcometoBTB@gmail.com,"Big Book,Open,Saturday,Telephone,Video",WelcometoBTB@gmail.com,"16465588656,,139948182#"
Coast to Coast,Saturday,8:00 pm,https://zoom.us/j/119753056,Meeting ID: 777 600 190,"Audio,Open,Saturday,Video",coastcoastspeaker@gmail.com,
Good Dudes,Saturday,8:00 pm,https://us02web.zoom.us/j/85013312427,Email gooddudespw@gmail.com for password,"Men,Saturday,Video",gooddudespw@gmail.com,
Into the Triad,Saturday,8:00 pm,https://us02web.zoom.us/j/88595134091,"Zoom Passcode, if any: 4343","Audio,Discussion,Open,Saturday,Speaker,Video",Triad6pmsat@gmail.com,
Liars' Club Boston,Saturday,8:00 pm,https://zoom.us/j/86163962647,Contact us for password: liarsclubboston@gmail.com,"Audio,Closed,Discussion,Men,Saturday,Telephone,Video",liarsclubboston@gmail.com,"6465588656,,861693962647#"
Off the Grid,Saturday,8:00 pm,https://us02web.zoom.us/j/7069339360,No passcode required,"Audio,Big Book,Closed,Saturday,Speaker,Video",offthegrid164@gmail.com,6169305639
One Night at a Time,Saturday,8:00 pm,https://us04web.zoom.us/j/511178795?pwd=cFEwZUN5bDg3b0NKT0pHcUpUTEJ3QT09,"Zoom Passcode, if any: 355417","Audio,Open,Saturday,Video",onenightatatimeaa@gmail.com,
Serenity Circle,Saturday,8:00 pm,https://us04web.zoom.us/j/904646389,"Location: We originate from Temecula, California (in SoCal)","Audio,Open,Saturday,Video",,
Shivering Denizens ID all-share,Saturday,8:00 pm,https://us02web.zoom.us/j/87232950952,"Zoom Passcode, if any: 151","Audio,Open,Saturday,Speaker,Video",shivdenaa@gmail.com,
Sobriety Speakeasy: The 12 Steps and 12 Traditions,Saturday,8:00 pm,https://us05web.zoom.us/j/3020062706,"A Saturday night Zoom meeting that focuses on reading and sharing on the 12 steps and 12 traditions book. 1st and 3rd Saturdays are dedicated to chapters on the steps. 2nd and 4th Saturdays are dedicated to the traditions. Each step/tradition coincides with the month. January is step/tradition 1, February is step/tradition 2, March is step/tradition 3, etc. 5th Saturdays, if applicable, will have a special topic. Open to all; everyone is welcome to attend. One hour starting at 6pm PST (7pm MST, 8pm CST, 9pm EST).","Big Book,Open,Saturday,Video",villarancho@gmail.com,
The Acid Test,Saturday,8:00 pm,https://zoom.us/j/537542397,"Meeting times are 12 noon, 6:00 pm and 10:00 pm MST (Phoenix AZ time). Please note that Arizona does not observe daylight savings time, so between March 14th and November 7th 2021, Arizona is on PST","Audio,LGBTQIAA+,Open,Saturday,Video",AAAcidTest@gmail.com,16699009128
The Shawnee Group,Saturday,8:00 pm,https://zoom.us/j/9136311212,Email for password: ShawneeGroupAA@gmail.com,"Audio,Closed,Saturday,Video",ShawneeGroupAA@gmail.com,
Ubud (Bali) AA Online Daily,Saturday,8:00 pm,,"To join our meetings, open the Zoom application on your device Select Join a meeting Enter the above Meeting ID and your name. Enter the above Password when prompted","Open,Saturday,Video",onlineubudaa@gmail.com,
VAYA CON DIOS Group (Online),Saturday,8:00 pm,https://us04web.zoom.us/s/81579660573,"Public Email Contact, if any: powerof25@gmail.com","Audio,Discussion,Open,Saturday,Video",powerof25@gmail.com,"5757406705,,429332#"
Voice's of Recovery,Saturday,8:00 pm,https://us02web.zoom.us/j/6710552364?pwd=M3ZMYnppZlk1QXFPeWtCODkxekJqQT09,Please come Join us!  No passcode required.,"Audio,Big Book,Discussion,LGBTQIAA+,Open,Saturday,Speaker,Video,Young People",jperchiano@gmail.com,
Weeknight Newcomers Group,Saturday,8:00 pm,https://us02web.zoom.us/j/7554947271,Zoom Passcode: 288505,"Discussion,Open,Saturday,Video",wnnewcomers@yahoo.com,5204097784
When We Retire At Night Ladies Meditation,Saturday,8:00 pm,https://us02web.zoom.us/j/84291964581?pwd=NTQ2L1Y5alU4T0pid3BWUFBZU1JJZz09,"Zoom Passcode, if any: 825931","Audio,Closed,Saturday,Video,Women",whenweretireatnightladiesmtg@gmail.com,
Worldwide Primary Purpose Group,Saturday,8:00 pm,https://zoom.us/j/759556794?fbclid=IwAR1o3osJ_0e-3MEPtA9-nTVJzN1yH_wQIHTiFe5F3tdH3ippEpArXzFL8SA,"10:00 PM CST  12 & 12 - An in-depth  look at our other text, the 12 & 12","Audio,Closed,Saturday,Video,Women",wwppg@yahoo.com,
Colonies North Group Of AA,Saturday,8:15 pm,https://zoom.us/j/3340415630,Password: 1935,"Big Book,Closed,Discussion,Open,Saturday,Speaker,Video",,
5th Dimension Young People’s Group (5D),Saturday,8:30 pm,,"(3) People from all over the world attend, but mostly the US.","Discussion,Open,Saturday,Speaker,Telephone,Video,Young People",5d.meetinginfo@gmail.com,
AAOnline Global Chat,Saturday,8:30 pm,http://aaonline.org,Learn more about us at: aaonline.org,"Big Book,Chat,Discussion,Open,Saturday,Speaker",ttsoberalcoholic@aaonline.org,
Gather 2 Gether,Saturday,8:30 pm,https://zoom.us/j/95707731886,"Zoom Passcode, if any: Nightowlz","Audio,Discussion,Open,Saturday,Speaker,Telephone,Video",gather2gethergroup@gmail.com,"16465588656,,,,95707731886#,,,,*102574880"
Keep It Simple Saturday,Saturday,8:30 pm,https://us02web.zoom.us/j/77956032501,"Zoom Passcode, if any: To obtain Passcode, please email justsimplyzoom@gmail.com. Thanks!!","Audio,Open,Saturday,Speaker,Video",justsimplyzoom@gmail.com,
Missoula Oasis Persists (MOP),Saturday,8:30 pm,https://zoom.us/j/198816143,Meeting ID: 198 816 143,"Closed,Saturday,Telephone,Video",missoulaaaonline@gmail.com,"13462487799,,,198816143#"
Woodland Online Group,Saturday,8:30 pm,https://aawoodland.org/virtual-meetings-woodland,Password: 101112,"Audio,Big Book,Open,Saturday,Speaker,Steps / Traditions,Video",woodlandgrouponline@gmail.com,
"""The Steps We Took"" Saturday Night Speaker Meeting",Saturday,9:00 pm,https://us04web.zoom.us/j/8262885605?pwd=QcT2eEyGTIw,Password: 255804,"Open,Saturday,Video",thestepswetook530@gmail.com,
1 Day at a Time,Saturday,9:00 pm,https://zoom.us/j/773878425,Meeting ID: 773 878 425,"Closed,Saturday,Video",,
182 Clinton St. Sobriety,Saturday,9:00 pm,https://us02web.zoom.us/j/7725404263,"Zoom Passcode, if any: 123123","Big Book,Chat,Discussion,Open,Saturday,Speaker,Telephone,Video",goldenapples.2393@gmail.com,7059054313
AA After Hours,Saturday,9:00 pm,https://us02web.zoom.us/j/2478907316,eMail for a password: AHPword@gmail.com,"Open,Saturday,Video",aa.after.hours.com@gmail.com,
AA Awesome,Saturday,9:00 pm,https://us02web.zoom.us/j/437160353,"Meeting Access Code, if any: 437 160 353","Audio,Discussion,Open,Saturday,Telephone,Video",awesomeaameeting@gmail.com,"3126266799,,437160353#"
AA Grant Us The Serenity (GUTS) - Saturday,Saturday,9:00 pm,https://zoom.us/j/3726634285?pwd=VHVsMXBIY2d4RzczMTZJODk2YXpWdz09,"Web Site, if any: https://www.aaguts.com","Audio,Big Book,Discussion,Open,Saturday,Telephone,Video",room@aaguts.com,2532158782
AA Jakarta,Saturday,9:00 pm,,"We are a group that meets at 9am on Sundays in Jakarta by Skype. Jakarta is GMT +7. Format is a topic discussion. Connect to Skype I.D. aajakarta and be online 5-10 minutes before time and you will be invited in. Members are often loners in Asia, Australia, Mexico, USA","Open,Saturday,Video",david@fosterindo.com,
AA Meeting Online,Saturday,9:00 pm,http://www.aameetingonline.com,Dial: 1-224-501-3412 and when prompted to enter Meeting Id# 445-854-373,"Audio,Closed,Saturday,Telephone,Video",bill@aameetingonline.com,"12245013412,,445-854-373"
AA Visionaries,Saturday,9:00 pm,https://us04web.zoom.us/j/129878514,Stay for fellowship immediately following each meeting,"Audio,Open,Saturday,Video",,
